author_type,floor,floors_count,rooms_count,total_meters,underground,availability_underground,price_per_meter
homeowner,8,9,1,32.8,Выхино,True,283537
developer,2,23,1,40.3,Владыкино,True,231722
developer,13,23,1,29.6,Владыкино,True,314633
developer,3,23,1,36.6,Владыкино,True,254179
developer,4,23,1,29.3,Владыкино,True,317599
developer,2,25,1,38.9,Зеленоград — Крюково,True,239754
real_estate_agent,14,14,1,38.7,Зеленоград — Крюково,True,241602
real_estate_agent,3,17,1,39.0,Курьяново,True,239744
developer,3,23,1,32.0,Речной вокзал,True,293973
developer,4,23,1,35.5,Владыкино,True,265279
developer,2,23,1,39.3,Владыкино,True,239852
real_estate_agent,7,9,1,32.9,Юго-Восточная,True,288754
realtor,2,11,1,24.6,Крымская,True,386179
real_estate_agent,2,12,1,38.7,Алтуфьево,True,245478
homeowner,8,9,1,32.6,Медведково,True,289877
developer,3,23,1,32.8,Химки,True,289741
real_estate_agent,9,16,1,34.7,Люблино,True,276657
developer,5,23,1,34.7,Владыкино,True,277417
developer,5,23,1,32.3,Речной вокзал,True,296112
real_estate_agent,4,17,1,40.0,Говорово,True,242500
developer,8,17,1,32.6,Братиславская,True,298450
developer,2,23,1,41.7,Владыкино,True,232110
developer,16,16,1,32.9,Новоподрезково,True,294397
developer,7,16,1,34.8,Новоподрезково,True,278086
developer,2,14,1,29.7,Зеленоград — Крюково,True,325418
developer,2,25,1,44.2,Зеленоград — Крюково,True,219759
developer,9,20,1,32.05,Речной вокзал,True,301878
unknown,9,10,1,38.3,Бунинская аллея,True,253264
real_estate_agent,8,17,1,37.2,Некрасовка,True,262097
real_estate_agent,6,9,1,33.0,Тёплый Стан,True,295455
developer,14,17,1,34.2,Орехово,True,287623
developer,13,16,1,37.89,Орехово,True,259064
developer,3,24,1,32.6,Стахановская,True,301176
real_estate_agent,8,14,1,37.4,Люблино,True,262701
developer,4,24,1,33.7,Речной вокзал,True,290904
developer,2,24,1,32.3,Стахановская,True,303620
developer,12,23,1,32.8,Речной вокзал,True,300297
developer,2,23,1,38.3,Владыкино,True,254827
developer,19,25,1,42.4,Зеленоград — Крюково,True,231942
developer,12,16,1,32.8,Новоподрезково,True,298050
developer,4,14,1,38.3,Окружная,True,256595
developer,7,16,1,34.6,Новоподрезково,True,283804
realtor,16,16,1,38.5,Генерала Тюленева,True,254545
real_estate_agent,12,12,1,38.9,Бибирево,True,254242
developer,15,17,1,38.97,Новоподрезково,True,254159
developer,2,23,1,41.3,Владыкино,True,238999
real_estate_agent,10,10,1,39.0,Зеленоград — Крюково,True,203846
real_estate_agent,14,17,1,37.9,Молодёжная,True,387863
real_estate_agent,5,5,1,32.1,Перово,True,280343
real_estate_agent,3,5,1,29.7,Соколиная гора,True,311448
real_estate_agent,5,14,1,38.5,Озёрная,True,311688
real_estate_agent,2,10,1,30.8,Кутузовская,True,352273
real_estate_agent,6,7,1,40.8,Солнцево,True,281863
developer,3,20,1,36.75,Преображенская площадь,True,350000
developer,3,13,1,35.3,Аминьевская,True,419235
developer,2,24,1,43.5,Озёрная,True,408474
real_estate_agent,14,14,1,42.5,Щербинка,True,178824
real_estate_agent,6,22,1,43.3,Борисово,True,311778
real_estate_agent,2,17,1,38.0,Боровское шоссе,True,269737
developer,1,14,1,50.4,Тёплый Стан,True,243050
realtor,4,9,1,36.0,Братиславская,True,241667
developer,5,26,1,37.6,Соколиная гора,True,386787
developer,17,27,1,49.6,Сокол,True,442000
developer,6,15,1,36.4,Тушинская,True,403086
real_estate_agent,6,17,1,35.6,Молодёжная,True,365169
real_estate_agent,14,16,1,34.6,Беговая,True,416185
realtor,1,5,1,30.5,Филёвский парк,True,440984
real_estate_agent,12,19,1,42.1,Тульская,True,403800
real_estate_agent,3,17,1,37.6,Свиблово,True,359043
real_estate_agent,2,23,1,55.0,Новогиреево,True,281818
developer,2,27,1,40.1,Трикотажная,True,336360
real_estate_agent,1,9,1,32.9,Выхино,True,252280
real_estate_agent,5,12,1,35.1,Рабочий посёлок,True,337607
real_estate_agent,8,17,1,38.5,Некрасовка,True,246753
real_estate_agent,3,22,1,34.4,Зеленоград — Крюково,True,255814
real_estate_agent,5,5,1,25.7,Электрозаводская,True,292441
real_estate_agent,4,14,1,39.1,Зеленоград — Крюково,True,199233
real_estate_agent,5,9,1,32.7,Юго-Восточная,True,241590
developer,5,24,1,37.5,Окружная,True,264385
developer,20,25,1,43.3,Зеленоград — Крюково,True,229524
developer,15,20,1,33.9,Речной вокзал,True,293322
developer,14,17,1,32.7,Братиславская,True,303808
realtor,9,14,1,41.5,Люблино,True,237349
real_estate_agent,4,9,1,32.6,Отрадное,True,305215
real_estate_agent,2,17,1,36.2,Домодедовская,True,274862
real_estate_agent,2,12,1,40.0,Медведково,True,249975
real_estate_agent,3,12,1,38.7,Бибирево,True,258398
real_estate_agent,8,14,1,38.6,Алма-Атинская,True,259067
real_estate_agent,15,16,1,35.0,Калитники,True,285714
real_estate_agent,7,9,1,34.0,Южная,True,292647
real_estate_agent,3,12,1,39.0,Преображенская площадь,True,256385
developer,15,24,1,34.4,Речной вокзал,True,290997
developer,2,23,1,42.7,Владыкино,True,234343
developer,18,19,1,32.2,Пятницкое шоссе,True,311178
developer,7,12,1,36.3,Новоподрезково,True,275721
homeowner,6,17,1,39.0,Некрасовка,True,256410
homeowner,3,5,1,30.7,Сходненская,True,324756
developer,5,12,1,34.0,Новоподрезково,True,295575
developer,18,19,1,32.2,Пятницкое шоссе,True,309039
real_estate_agent,15,16,1,35.7,Отрадное,True,282633
developer,2,24,1,34.1,Стахановская,True,297040
developer,15,24,1,36.4,Речной вокзал,True,278628
developer,2,24,1,33.4,Речной вокзал,True,301878
developer,6,24,1,35.2,Речной вокзал,True,288021
developer,3,23,1,32.1,Владыкино,True,313928
realtor,1,9,1,32.0,Чертановская,True,315625
real_estate_agent,2,17,1,37.3,Грачёвская,True,273458
developer,15,24,1,36.6,Речной вокзал,True,279651
developer,2,20,1,35.43,Речной вокзал,True,288765
developer,10,16,1,28.86,Орехово,True,354011
developer,19,19,1,34.2,Пятницкое шоссе,True,299181
real_estate_agent,4,14,1,35.0,Медведково,True,294286
real_estate_agent,2,17,1,37.8,Боровское шоссе,True,271164
developer,1,16,1,38.0,Новоподрезково,True,271339
real_estate_agent,6,14,1,39.4,Зеленоград — Крюково,True,222081
developer,6,9,1,37.04,Реутов,True,291577
real_estate_agent,12,14,1,46.6,Битца,True,192060
real_estate_agent,5,21,1,48.4,Щукинская,True,439050
homeowner,8,14,1,40.3,Новопеределкино,True,347146
realtor,17,21,1,42.0,Бабушкинская,True,309286
real_estate_agent,2,17,1,36.6,Некрасовка,True,234973
developer,4,22,2,67.1,Фили,True,426610
homeowner,3,24,2,53.2,Верхние котлы,True,364098
developer,2,23,2,49.8,Владыкино,True,245605
realtor,3,9,2,40.1,Преображенская площадь,True,336658
real_estate_agent,7,27,2,73.0,Полежаевская,True,431507
developer,3,20,2,34.8,Новодачная,True,274000
developer,2,20,2,35.32,Преображенская площадь,True,350000
developer,3,27,2,55.3,Аминьевская,True,351168
realtor,7,8,2,44.9,Автозаводская,True,434298
real_estate_agent,9,12,2,70.1,Белокаменная,True,376605
developer,21,26,2,57.8,Зорге,True,441262
real_estate_agent,8,9,2,43.1,Говорово,True,285383
developer,2,27,2,39.52,Трикотажная,True,349750
real_estate_agent,11,16,2,50.0,Пражская,True,297000
developer,2,8,2,64.0,Аннино,True,306993
developer,7,13,2,57.4,Аминьевская,True,374205
developer,6,19,2,52.5,Тушинская,True,372743
developer,14,20,2,52.1,Коптево,True,374738
real_estate_agent,3,20,2,70.7,Крестьянская застава,True,410184
developer,11,14,2,69.2,Тёплый Стан,True,296100
real_estate_agent,10,14,2,46.1,Тульская,True,407809
real_estate_agent,6,25,2,45.7,Трикотажная,True,282057
real_estate_agent,3,6,2,77.3,Бульвар Генерала Карбышева,True,420440
real_estate_agent,4,9,2,44.2,Южная,True,334842
real_estate_agent,1,12,2,52.3,Варшавская,True,290631
real_estate_agent,9,9,2,44.5,Пражская,True,341573
real_estate_agent,8,9,2,36.9,Пролетарская,True,409214
real_estate_agent,13,17,2,58.0,Чертановская,True,267241
real_estate_agent,5,18,2,51.09,Ботанический сад,True,342533
real_estate_agent,2,14,2,52.2,Новопеределкино,True,228927
real_estate_agent,2,14,2,39.9,Озёрная,True,338346
real_estate_agent,2,17,2,58.0,Новопеределкино,True,239655
real_estate_agent,2,14,2,56.0,Сетунь,True,256250
real_estate_agent,9,16,2,53.7,Рабочий посёлок,True,271881
real_estate_agent,17,17,2,58.9,Говорово,True,263158
real_estate_agent,1,17,2,50.4,Рабочий посёлок,True,323413
real_estate_agent,1,9,2,50.4,Минская,True,337103
real_estate_agent,8,16,2,50.2,Багратионовская,True,364542
real_estate_agent,5,16,2,51.8,Тульская,True,357143
real_estate_agent,3,12,2,61.1,Рабочий посёлок,True,310966
real_estate_agent,16,17,2,60.0,Молодёжная,True,325000
real_estate_agent,14,25,2,62.0,Серп и Молот,True,329032
real_estate_agent,17,20,2,54.0,Рабочий посёлок,True,377778
real_estate_agent,13,17,2,51.1,Новые Черёмушки,True,401174
real_estate_agent,2,5,2,66.8,Молодёжная,True,306886
real_estate_agent,2,8,2,49.0,Новаторская,True,438776
real_estate_agent,4,8,2,58.6,Вавиловская,True,426621
real_estate_agent,4,9,2,44.3,Перерва,True,207675
real_estate_agent,1,12,2,47.3,Гольяново,True,207188
real_estate_agent,4,5,2,45.0,Белокаменная,True,228889
real_estate_agent,2,5,2,44.0,Соколиная гора,True,234091
real_estate_agent,6,9,2,41.2,Гольяново,True,254854
real_estate_agent,1,9,2,43.4,Гольяново,True,246544
real_estate_agent,4,12,2,38.0,Перово,True,286842
real_estate_agent,9,9,2,37.5,Кузьминки,True,290667
real_estate_agent,1,9,2,38.4,Перово,True,291667
real_estate_agent,7,17,2,56.3,Некрасовка,True,200693
real_estate_agent,1,9,2,38.4,Перово,True,291667
real_estate_agent,2,9,2,37.12,Лихоборы,True,308432
real_estate_agent,8,9,2,48.9,Домодедовская,True,233129
realtor,3,14,2,38.0,Моссельмаш,True,297368
real_estate_agent,4,9,2,45.8,Черкизовская,True,251092
real_estate_agent,2,9,2,37.3,Балтийская,True,308311
real_estate_agent,12,12,2,46.2,Домодедовская,True,251082
real_estate_agent,12,17,2,51.1,Пражская,True,230920
real_estate_agent,6,9,2,44.3,Красногвардейская,True,266366
real_estate_agent,7,9,2,45.0,Новогиреево,True,262222
real_estate_agent,1,5,2,59.0,Стахановская,True,201695
real_estate_agent,13,17,2,53.2,Солнцево,True,225564
real_estate_agent,11,12,2,44.4,Сходненская,True,270270
real_estate_agent,1,5,2,43.0,Серебряный Бор,True,279070
real_estate_agent,3,12,2,49.6,Водный стадион,True,273185
real_estate_agent,3,5,2,43.1,Динамо,True,320162
real_estate_agent,20,24,2,70.5,Лухмановская,True,194326
real_estate_agent,7,9,2,44.5,Бирюлёво,True,307865
real_estate_agent,2,9,2,45.2,Улица Академика Янгеля,True,303097
real_estate_agent,8,9,2,47.9,Кожуховская,True,288100
real_estate_agent,7,9,2,44.5,Профсоюзная,True,310112
real_estate_agent,2,16,2,33.9,Пролетарская,True,407080
real_estate_agent,10,14,2,39.0,Ростокино,True,358974
real_estate_agent,1,16,2,52.0,Сортировочная,True,269212
real_estate_agent,13,23,2,34.0,Спартак,True,410294
real_estate_agent,1,5,2,45.0,Планерная,True,311111
realtor,8,9,2,40.0,Кантемировская,True,349750
realtor,5,9,2,42.0,Сходненская,True,338095
real_estate_agent,1,9,2,46.1,Бескудниково,True,305857
real_estate_agent,3,3,2,49.4,Свиблово,True,285425
real_estate_agent,2,9,2,44.0,Алтуфьево,True,322727
real_estate_agent,6,9,2,46.0,Алтуфьево,True,315217
real_estate_agent,13,16,2,54.5,Новоясеневская,True,265872
real_estate_agent,9,9,2,46.0,Зюзино,True,315217
real_estate_agent,9,14,2,51.4,Щёлковская,True,281518
real_estate_agent,2,5,2,41.3,Петровский Парк,True,358354
real_estate_agent,13,13,2,37.9,Ленинский проспект,True,395778
real_estate_agent,2,12,2,44.6,Нагорная,True,335874
real_estate_agent,8,14,2,47.5,Тёплый Стан,True,314737
real_estate_agent,7,9,2,45.0,Зюзино,True,332222
real_estate_agent,2,9,2,45.1,Бульвар Рокоссовского,True,334812
real_estate_agent,3,9,2,44.2,Печатники,True,346154
real_estate_agent,18,25,2,57.0,Юго-Восточная,True,270175
real_estate_agent,11,16,2,61.7,Бескудниково,True,247974
real_estate_agent,6,8,2,42.4,Физтех,True,365566
real_estate_agent,2,12,2,51.1,Улица Дмитриевского,True,303131
real_estate_agent,3,8,2,51.0,Петровско-Разумовская,True,308824
real_estate_agent,1,19,2,47.3,Беговая,True,338266
real_estate_agent,7,24,2,41.0,Новохохловская,True,393415
real_estate_agent,2,17,2,50.7,Щёлковская,True,319527
real_estate_agent,1,5,2,45.5,Кузьминки,True,356044
real_estate_agent,2,17,2,50.7,Щёлковская,True,319527
real_estate_agent,5,16,2,58.0,Молжаниново,True,282414
real_estate_agent,2,12,2,51.9,Нахимовский проспект,True,317919
real_estate_agent,4,18,2,54.0,Некрасовка,True,307407
real_estate_agent,3,26,2,62.2,Верхние Лихоборы,True,269293
real_estate_agent,3,14,2,44.5,Физтех,True,375281
real_estate_agent,13,16,2,54.2,Ясенево,True,313653
real_estate_agent,10,14,2,59.5,Кусково,True,284034
real_estate_agent,2,17,2,56.3,Грачёвская,True,301954
realtor,2,9,2,45.0,Давыдково,True,377556
real_estate_agent,7,14,2,45.0,Первомайская,True,384444
real_estate_agent,4,15,2,45.0,Новоподрезково,True,388889
real_estate_agent,2,10,2,65.0,Грачёвская,True,269215
real_estate_agent,2,18,2,42.5,Ботанический сад,True,409412
real_estate_agent,17,18,2,51.4,Ботанический сад,True,344358
real_estate_agent,6,16,2,54.0,Тёплый Стан,True,333333
real_estate_agent,11,24,2,40.8,Новохохловская,True,441176
real_estate_agent,9,9,2,43.0,Аэропорт,True,418605
real_estate_agent,4,25,2,61.6,Коптево,True,298539
real_estate_agent,12,25,2,55.2,Нижегородская,True,333152
real_estate_agent,2,12,2,58.6,Багратионовская,True,320819
real_estate_agent,15,22,2,58.0,Беляево,True,325862
real_estate_agent,4,9,2,46.4,Вавиловская,True,409483
real_estate_agent,4,4,2,53.7,Сокольники,True,363128
real_estate_agent,5,5,2,56.4,Нагорная,True,345745
real_estate_agent,15,16,2,51.0,Белорусская,True,392157
real_estate_agent,8,8,2,55.2,Дмитровская,True,362319
real_estate_agent,7,11,2,54.0,Алексеевская,True,375926
real_estate_agent,18,22,2,58.2,Соколиная гора,True,352234
real_estate_agent,19,25,2,59.8,Бульвар Рокоссовского,True,351003
real_estate_agent,15,17,2,64.9,Бабушкинская,True,326656
real_estate_agent,11,26,2,54.5,Авиамоторная,True,438532
real_estate_agent,21,26,2,87.0,ЦСКА,True,436782
real_estate_agent,1,9,2,44.9,Новогиреево,True,204900
real_estate_agent,4,9,2,36.6,Верхние Лихоборы,True,273224
real_estate_agent,3,9,2,44.4,Медведково,True,225225
real_estate_agent,2,9,2,46.0,Текстильщики,True,217391
real_estate_agent,7,12,2,45.8,Бирюлёво,True,224891
real_estate_agent,1,12,2,49.2,Домодедовская,True,209350
real_estate_agent,8,14,2,38.7,Дегунино,True,265116
real_estate_agent,2,9,2,44.0,Депо,True,234091
real_estate_agent,9,12,2,38.3,Братиславская,True,274151
real_estate_agent,2,5,2,44.0,Соколиная гора,True,238636
real_estate_agent,1,12,2,38.2,Зюзино,True,280105
real_estate_agent,1,12,2,44.5,Тёплый Стан,True,241573
real_estate_agent,3,5,2,40.5,Люблино,True,266667
real_estate_agent,3,12,2,37.8,Зюзино,True,289683
real_estate_agent,5,12,2,39.0,Грачёвская,True,281795
real_estate_agent,4,5,2,42.7,Первомайская,True,257377
real_estate_agent,2,9,2,47.5,Юго-Восточная,True,231368
real_estate_agent,11,12,2,50.6,Люблино,True,217391
real_estate_agent,6,9,2,42.2,Бульвар Рокоссовского,True,266588
real_estate_agent,6,9,2,43.8,Бибирево,True,257991
real_estate_agent,5,5,2,44.8,Бульвар Рокоссовского,True,254464
real_estate_agent,3,9,2,42.2,Коптево,True,267773
real_estate_agent,7,9,2,44.6,Преображенская площадь,True,257848
real_estate_agent,1,5,2,44.3,Тимирязевская,True,259594
real_estate_agent,2,9,2,45.0,Выхино,True,255556
real_estate_agent,5,9,2,30.3,Молодёжная,True,382838
real_estate_agent,4,5,2,44.0,Бульвар Генерала Карбышева,True,265909
real_estate_agent,5,9,2,47.0,Кантемировская,True,255319
real_estate_agent,9,9,2,55.0,Лухмановская,True,218182
real_estate_agent,4,12,2,53.7,Лухмановская,True,227188
real_estate_agent,5,16,2,51.7,Лианозово,True,236944
realtor,12,17,2,52.0,Щёлковская,True,240365
realtor,11,14,2,52.3,Бульвар Дмитрия Донского,True,238050
real_estate_agent,7,12,2,38.1,Щёлковская,True,330709
real_estate_agent,3,14,2,56.0,Улица Скобелевская,True,228571
real_estate_agent,2,9,2,37.0,Кантемировская,True,351081
real_estate_agent,9,9,2,42.0,Чухлинка,True,309500
real_estate_agent,5,5,2,43.0,Бабушкинская,True,300000
real_estate_agent,17,20,2,32.7,Солнцево,True,400612
real_estate_agent,3,12,2,52.0,Свиблово,True,250000
real_estate_agent,12,12,2,52.0,Отрадное,True,250000
real_estate_agent,5,17,2,50.5,Москворечье,True,257426
real_estate_agent,2,9,2,45.0,Люблино,True,288889
real_estate_agent,3,5,2,56.0,Давыдково,True,232143
real_estate_agent,2,18,2,59.0,Ботанический сад,True,222881
realtor,2,16,2,39.8,Матвеевская,True,331633
real_estate_agent,1,5,2,44.4,Кузьминки,True,304054
realtor,2,9,2,45.1,Беляево,True,297118
real_estate_agent,14,14,2,47.6,Бабушкинская,True,286765
real_estate_agent,3,5,2,44.5,Красный Балтиец,True,307865
real_estate_agent,9,9,2,42.0,Верхние Лихоборы,True,330952
real_estate_agent,8,12,2,45.1,Домодедовская,True,310421
real_estate_agent,14,16,2,55.5,Зеленоград — Крюково,True,251351
real_estate_agent,5,9,2,45.1,Юго-Западная,True,310421
realtor,8,9,2,42.0,Рязанский проспект,True,333333
real_estate_agent,7,12,2,52.3,Лебедянская,True,271511
realtor,6,9,2,44.9,Беляево,True,316258
realtor,6,12,2,43.0,Окская,True,332558
real_estate_agent,9,9,2,40.2,Новые Черёмушки,True,360697
real_estate_agent,9,12,2,59.6,Новоподрезково,True,242450
realtor,6,9,2,40.0,Кожуховская,True,362500
real_estate_agent,11,17,2,50.4,Медведково,True,291667
real_estate_agent,2,14,2,56.3,Яхромская,True,262877
real_estate_agent,9,12,2,49.6,Зеленоград — Крюково,True,302419
real_estate_agent,9,9,2,40.0,Новаторская,True,375000
realtor,4,9,2,47.5,Ясенево,True,315579
real_estate_agent,14,15,2,56.5,Кантемировская,True,269027
real_estate_agent,2,22,2,57.8,Братиславская,True,264706
real_estate_agent,1,12,2,44.2,Улица Академика Янгеля,True,350679
real_estate_agent,1,5,2,35.4,Курская,True,437853
real_estate_agent,5,17,2,53.4,Митино,True,290262
real_estate_agent,11,16,2,60.3,Физтех,True,257048
real_estate_agent,7,9,2,44.0,Улица Милашенкова,True,356818
real_estate_agent,3,23,2,49.5,Стахановская,True,319192
real_estate_agent,5,27,2,65.7,Некрасовка,True,242009
real_estate_agent,8,9,2,45.0,Матвеевская,True,353333
real_estate_agent,15,19,2,54.7,Ховрино,True,292505
real_estate_agent,15,19,2,54.8,Ховрино,True,291971
real_estate_agent,7,24,2,52.9,Солнцево,True,302457
homeowner,9,12,2,45.3,Свиблово,True,350993
real_estate_agent,4,6,2,41.9,Рабочий посёлок,True,389021
real_estate_agent,18,22,2,61.1,Пятницкое шоссе,True,270049
real_estate_agent,4,20,2,44.6,Трикотажная,True,369955
real_estate_agent,4,17,2,51.1,Медведково,True,322896
real_estate_agent,5,5,2,53.0,Бутырская,True,309434
real_estate_agent,11,12,2,58.3,Жулебино,True,284734
real_estate_agent,3,17,2,53.4,Крылатское,True,310861
real_estate_agent,12,12,2,52.0,Народное Ополчение,True,326923
realtor,4,9,2,49.5,Отрадное,True,341414
homeowner,11,12,2,45.0,Вешняки,True,233333
realtor,16,23,2,52.8,Волгоградский проспект,True,283902
homeowner,4,9,2,38.0,Народное Ополчение,True,407895
real_estate_agent,8,9,2,44.0,Дубровка,True,390909
real_estate_agent,6,20,2,44.6,Трикотажная,True,387892
real_estate_agent,10,12,2,52.0,Рижская,True,336538
real_estate_agent,10,12,2,52.0,Рабочий посёлок,True,336538
real_estate_agent,8,21,2,56.8,Перово,True,308099
real_estate_agent,7,14,2,53.0,Новаторская,True,329604
real_estate_agent,3,12,2,51.0,Сетунь,True,342941
real_estate_agent,13,19,2,40.2,Озёрная,True,435323
real_estate_agent,8,22,2,56.6,Ясенево,True,312721
realtor,15,18,2,57.0,Кузьминки,True,308772
realtor,8,18,2,51.0,Ботанический сад,True,349020
real_estate_agent,2,19,2,58.0,Молодёжная,True,318966
real_estate_agent,8,9,2,48.2,Новаторская,True,383817
real_estate_agent,10,10,2,55.5,Коптево,True,333333
real_estate_agent,1,9,2,46.0,ВДНХ,True,402174
real_estate_agent,6,12,2,51.0,Электрозаводская,True,366667
real_estate_agent,14,21,2,56.0,Аннино,True,339286
real_estate_agent,8,22,2,59.8,Озёрная,True,322742
real_estate_agent,10,17,2,54.0,Дегунино,True,357407
real_estate_agent,13,16,2,61.4,Преображенская площадь,True,314332
real_estate_agent,7,7,2,58.3,Октябрьское поле,True,334477
real_estate_agent,7,24,2,56.0,ЗИЛ,True,387500
real_estate_agent,20,27,2,52.4,Лефортово,True,419847
real_estate_agent,7,8,2,63.1,ВДНХ,True,356418
real_estate_agent,2,12,2,56.3,Сокол,True,401421
developer,2,16,2,55.54,Тульская,True,406600
realtor,3,20,2,55.0,Багратионовская,True,430909
real_estate_agent,6,27,2,65.2,Нагорная,True,368098
real_estate_agent,11,15,2,79.0,Сортировочная,True,310127
real_estate_agent,19,19,2,71.1,Пионерская,True,351617
real_estate_agent,2,17,2,65.0,Раменки,True,384462
real_estate_agent,16,21,2,66.9,Аминьевская,True,372197
real_estate_agent,2,16,2,75.2,Генерала Тюленева,True,349734
real_estate_agent,6,14,2,74.9,Войковская,True,353805
realtor,7,25,2,71.6,Спартак,True,384078
real_estate_agent,2,17,2,67.8,Сходненская,True,412979
official_representative,5,8,2,68.5,Петровский Парк,True,440000
real_estate_agent,19,23,2,71.7,Бауманская,True,432218
official_representative,5,8,2,74.2,Петровский Парк,True,418000
real_estate_agent,17,24,2,73.3,Технопарк,True,443383
real_estate_agent,21,26,2,87.0,ЦСКА,True,436782
real_estate_agent,3,10,2,90.0,Бауманская,True,421111
real_estate_agent,3,6,2,27.0,Южная,True,255556
developer,1,3,2,47.3,not available,False,159000
developer,1,3,2,51.3,not available,False,149000
developer,3,3,2,52.0,not available,False,150000
developer,1,3,2,47.2,not available,False,168000
real_estate_agent,1,5,2,41.8,Курьяново,True,198565
real_estate_agent,6,12,2,44.8,Марьина Роща,True,435045
real_estate_agent,2,19,2,60.7,Москва-Товарная,True,329489
real_estate_agent,8,8,2,49.2,Чкаловская,True,436992
realtor,6,7,2,43.0,Бунинская аллея,True,197674
developer,7,7,2,44.5,Нахабино,True,202950
developer,3,3,2,53.5,not available,False,170000
developer,2,3,2,58.5,not available,False,154000
realtor,9,9,2,33.7,Бульвар Рокоссовского,True,281899
real_estate_agent,8,9,2,44.0,Новогиреево,True,218182
developer,3,20,2,34.8,Новодачная,True,275000
developer,3,7,2,51.3,Нахабино,True,188100
developer,2,7,2,51.7,Нахабино,True,185900
developer,1,3,2,63.0,not available,False,153000
developer,3,3,2,63.1,not available,False,153000
developer,3,3,2,63.1,not available,False,153000
developer,3,3,2,63.1,not available,False,153000
real_estate_agent,9,9,2,45.0,Выхино,True,216667
real_estate_agent,5,9,2,38.1,Щёлковская,True,259843
unknown,8,9,2,44.8,Щёлковская,True,220982
developer,2,3,2,63.6,not available,False,155000
real_estate_agent,4,12,2,50.0,Юго-Восточная,True,199000
real_estate_agent,12,12,2,44.6,Моссельмаш,True,223991
developer,1,7,2,57.68,Новоподрезково,True,173507
realtor,12,12,2,44.6,Моссельмаш,True,223991
realtor,1,9,2,37.7,Щукинская,True,270557
developer,12,16,2,32.17,Орехово,True,317506
developer,1,17,2,51.6,Щербинка,True,202089
real_estate_agent,10,12,2,38.2,Перово,True,274869
real_estate_agent,17,17,2,60.0,Щербинка,True,174998
real_estate_agent,11,14,2,39.6,Медведково,True,265152
developer,15,17,2,50.6,Щербинка,True,207297
realtor,1,5,2,38.8,Сходненская,True,253866
realtor,8,9,2,44.0,Отрадное,True,334091
unknown,5,12,2,46.0,Пражская,True,228261
developer,2,8,2,49.7,Алтуфьево,True,211100
real_estate_agent,11,12,2,52.8,Новогиреево,True,200758
real_estate_agent,3,9,2,43.6,Выхино,True,245367
real_estate_agent,1,17,2,54.0,Грачёвская,True,199815
developer,1,16,2,51.83,Новоподрезково,True,209141
homeowner,1,9,2,47.2,Братиславская,True,229873
developer,8,11,2,54.0,Щербинка,True,201810
realtor,1,9,2,43.1,Пражская,True,250580
developer,3,17,2,54.5,Щербинка,True,199764
developer,2,8,2,49.0,Алтуфьево,True,219800
homeowner,1,9,2,44.1,Бибирево,True,244898
realtor,5,12,2,39.2,Кантемировская,True,278061
developer,8,16,2,51.89,Новоподрезково,True,212514
developer,10,16,2,42.88,Орехово,True,256577
developer,16,24,2,46.2,Окружная,True,239685
developer,2,11,2,57.4,Щербинка,True,192696
developer,14,16,2,53.86,Новоподрезково,True,206726
developer,2,18,2,39.8,Шоссе Энтузиастов,True,280000
developer,2,9,2,54.3,Аннино,True,218922
developer,7,21,2,50.28,Калитники,True,222235
developer,2,27,2,49.5,Щукинская,True,428451
developer,3,21,2,48.1,Давыдково,True,326000
real_estate_agent,2,21,2,60.0,Народное Ополчение,True,416667
realtor,11,22,2,80.0,Зюзино,True,436238
real_estate_agent,10,27,2,75.6,Озёрная,True,423280
developer,18,26,3,78.2,Соколиная гора,True,390507
developer,2,21,3,66.59,Калитники,True,212310
real_estate_agent,13,17,3,78.5,Пролетарская,True,331083
real_estate_agent,9,20,3,64.56,Тульская,True,412639
developer,7,20,3,56.27,Преображенская площадь,True,350000
developer,3,13,3,71.3,Аминьевская,True,344565
developer,2,9,3,66.7,Нижегородская,True,290331
real_estate_agent,4,17,3,76.2,Народное Ополчение,True,391076
developer,2,19,3,76.8,ЗИЛ,True,403595
real_estate_agent,13,24,3,64.8,Верхние котлы,True,353395
real_estate_agent,20,22,3,80.0,Славянский бульвар,True,361250
real_estate_agent,5,9,3,80.0,Митино,True,281250
real_estate_agent,5,5,3,80.3,Марьина Роща,True,367372
homeowner,4,5,3,72.2,Новогиреево,True,245845
real_estate_agent,1,12,3,71.5,Преображенская площадь,True,258741
real_estate_agent,12,14,3,79.5,Люблино,True,244528
real_estate_agent,5,5,3,72.5,Аэропорт,True,335172
real_estate_agent,11,17,3,74.8,Беговая,True,327540
real_estate_agent,6,17,3,73.6,Преображенская площадь,True,332880
real_estate_agent,1,11,3,87.6,ВДНХ,True,279680
real_estate_agent,12,12,3,63.9,Марьина Роща,True,446009
real_estate_agent,1,3,3,90.0,Физтех,True,333333
real_estate_agent,14,24,3,88.0,Речной вокзал,True,346591
real_estate_agent,3,3,3,75.4,Трубная,True,411141
real_estate_agent,12,12,3,64.1,Академическая,True,312012
real_estate_agent,9,10,3,73.0,Рабочий посёлок,True,291781
real_estate_agent,4,25,3,81.0,Текстильщики,True,282716
real_estate_agent,13,17,3,75.4,Крылатское,True,305040
real_estate_agent,10,16,3,65.7,Площадь Ильича,True,380365
homeowner,14,27,3,85.0,Грачёвская,True,334118
