author_type,floor,floors_count,rooms_count,total_meters,underground,availability_underground,price_per_meter
real_estate_agent,4,18,1,38.2,Кунцевская,True,471204
developer,22,29,1,34.6,Нагатинская,True,576840
real_estate_agent,22,22,1,38.3,Раменки,True,485640
real_estate_agent,1,27,1,37.2,Аминьевская,True,526882
real_estate_agent,7,40,1,43.4,ЗИЛ,True,479263
real_estate_agent,12,26,1,41.3,ЗИЛ,True,513317
developer,16,32,1,40.8,Стахановская,True,349605
real_estate_agent,15,20,1,50.0,Аминьевская,True,520000
real_estate_agent,5,17,1,50.2,Ленинский проспект,True,695219
real_estate_agent,3,45,1,37.7,Фили,True,700000
developer,2,12,1,40.7,Щёлковская,True,342805
real_estate_agent,5,5,1,29.5,Люблино,True,332203
developer,2,23,1,19.9,Владыкино,True,388475
real_estate_agent,8,9,1,31.2,Красносельская,True,421474
real_estate_agent,3,8,1,33.0,Преображенская площадь,True,348485
developer,2,18,1,34.8,Тушинская,True,455000
real_estate_agent,6,14,1,40.0,Достоевская,True,524750
developer,14,30,1,41.5,Стрешнево,True,403669
real_estate_agent,5,20,1,38.1,Фили,True,551181
developer,2,28,1,37.44,Нижегородская,True,333226
real_estate_agent,3,14,1,40.2,ЗИЛ,True,584577
developer,7,28,1,27.8,Отрадное,True,312000
real_estate_agent,8,16,1,44.7,Кунцевская,True,476510
real_estate_agent,19,21,1,30.5,Медведково,True,318033
developer,6,36,1,35.7,Ростокино,True,298000
real_estate_agent,2,13,1,40.0,ЗИЛ,True,600000
real_estate_agent,18,33,1,42.1,Бульвар Рокоссовского,True,356271
real_estate_agent,12,17,1,31.1,Ботанический сад,True,262701
developer,2,16,1,37.5,Октябрьское поле,True,542094
real_estate_agent,9,16,1,42.1,ЗИЛ,True,479810
real_estate_agent,5,6,1,30.0,Красный Балтиец,True,266667
developer,2,33,1,35.8,Новохохловская,True,350350
developer,22,44,1,33.4,Трикотажная,True,445648
real_estate_agent,3,14,1,37.8,Ботанический сад,True,359788
developer,13,14,1,108.0,Тёплый Стан,True,255500
realtor,4,5,1,33.0,Первомайская,True,290909
developer,6,14,1,38.94,Зеленоград — Крюково,True,297660
developer,2,10,1,43.9,Свиблово,True,510580
real_estate_agent,10,30,1,43.0,Угрешская,True,465116
real_estate_agent,15,18,1,24.0,Ботанический сад,True,389583
developer,9,30,1,30.3,Бунинская аллея,True,346275
real_estate_agent,22,34,1,39.5,Воронцовская,True,458228
real_estate_agent,7,31,1,33.0,Нижегородская,True,339091
real_estate_agent,9,16,1,42.4,ЗИЛ,True,436321
real_estate_agent,5,17,1,33.7,Каспийская,True,252226
real_estate_agent,14,17,1,37.7,Печатники,True,331565
real_estate_agent,15,23,1,36.8,Спартак,True,394022
real_estate_agent,6,17,1,37.5,Люблино,True,298667
real_estate_agent,15,17,1,41.7,Тушинская,True,366906
real_estate_agent,11,27,1,41.4,Серп и Молот,True,398309
real_estate_agent,3,25,1,40.1,Медведково,True,371571
real_estate_agent,6,9,1,31.1,Сокольники,True,395498
real_estate_agent,4,17,1,36.5,Медведково,True,328767
real_estate_agent,1,8,1,30.0,Сокол,True,413333
real_estate_agent,9,17,1,39.7,Люберцы,True,211587
real_estate_agent,9,23,1,36.8,Солнцево,True,332880
real_estate_agent,13,21,1,42.0,Зюзино,True,390476
developer,11,26,1,35.0,Лесопарковая,True,370000
developer,7,17,1,45.31,Преображенская площадь,True,479432
developer,2,17,1,46.18,Преображенская площадь,True,472249
real_estate_agent,4,17,1,35.6,Новопеределкино,True,337079
real_estate_agent,1,9,1,36.2,Отрадное,True,267956
developer,7,34,1,48.0,Парк Победы,True,627500
real_estate_agent,17,17,1,39.0,Беговая,True,358974
real_estate_agent,15,16,1,36.5,Новоподрезково,True,246301
real_estate_agent,6,9,1,31.6,Окская,True,284810
real_estate_agent,2,9,1,32.9,Преображенская площадь,True,270517
real_estate_agent,7,14,1,39.6,Зеленоград — Крюково,True,227273
realtor,9,9,1,35.9,Братиславская,True,252716
realtor,9,9,1,36.5,Братиславская,True,252466
realtor,7,9,1,36.3,Братиславская,True,253857
realtor,7,9,1,36.9,Братиславская,True,249729
real_estate_agent,3,12,1,34.7,Гольяново,True,268012
real_estate_agent,2,9,1,32.4,Яхромская,True,287037
real_estate_agent,3,22,1,38.5,Трикотажная,True,240260
real_estate_agent,9,9,1,32.0,Перово,True,290625
real_estate_agent,3,9,1,32.6,Отрадное,True,291411
real_estate_agent,3,9,1,32.6,Отрадное,True,291411
real_estate_agent,2,18,1,32.5,Бутово,True,292308
real_estate_agent,8,9,1,34.0,Люблино,True,279382
official_representative,12,12,1,39.0,Щёлковская,True,246154
real_estate_agent,12,12,1,36.5,Зеленоград — Крюково,True,264384
real_estate_agent,4,16,1,38.2,Новоподрезково,True,253927
real_estate_agent,4,5,1,30.9,Сходненская,True,320388
real_estate_agent,1,14,1,37.2,Сокол,True,266129
real_estate_agent,8,14,1,38.6,Бунинская аллея,True,256451
real_estate_agent,4,9,1,31.8,Кантемировская,True,311006
real_estate_agent,3,4,1,31.8,Народное Ополчение,True,311321
real_estate_agent,3,9,1,32.6,Крымская,True,306748
real_estate_agent,6,12,1,32.6,Строгино,True,306748
real_estate_agent,7,9,1,39.0,Бунинская аллея,True,256410
real_estate_agent,1,14,1,54.7,Тушинская,True,181901
real_estate_agent,10,16,1,37.8,Лианозово,True,264550
real_estate_agent,6,16,1,36.2,Медведково,True,275967
real_estate_agent,3,8,1,25.9,Красный Балтиец,True,385714
real_estate_agent,16,25,1,32.2,Свиблово,True,310559
real_estate_agent,2,4,1,20.5,Бауманская,True,487805
real_estate_agent,14,22,1,35.0,Некрасовка,True,285714
real_estate_agent,9,18,1,38.8,Каспийская,True,260309
real_estate_agent,1,9,1,34.2,Медведково,True,295322
real_estate_agent,5,9,1,31.9,Варшавская,True,316614
real_estate_agent,5,8,1,38.5,Измайлово,True,261039
real_estate_agent,2,25,1,33.5,Депо,True,304478
real_estate_agent,10,12,1,38.7,Люблино,True,263566
real_estate_agent,4,15,1,19.0,Медведково,True,542105
real_estate_agent,1,12,1,35.4,Тимирязевская,True,290960
real_estate_agent,17,17,1,37.9,Медведково,True,274406
real_estate_agent,7,17,1,37.9,Борисово,True,274406
realtor,7,24,1,40.0,Лухмановская,True,262500
real_estate_agent,7,9,1,31.8,Окружная,True,330189
real_estate_agent,2,12,1,36.1,Калужская,True,290859
real_estate_agent,5,12,1,36.0,Первомайская,True,291667
real_estate_agent,1,21,1,28.0,Калужская,True,378571
real_estate_agent,3,12,1,35.0,Свиблово,True,314000
real_estate_agent,3,17,1,38.6,Коптево,True,282383
real_estate_agent,2,14,1,38.7,Марьино,True,284238
real_estate_agent,6,9,1,31.8,Профсоюзная,True,345912
real_estate_agent,3,5,1,31.7,Дмитровская,True,347003
real_estate_agent,6,9,1,31.8,Профсоюзная,True,345912
realtor,6,9,1,33.0,Университет Дружбы Народов,True,333333
realtor,5,13,1,40.7,Сетунь,True,278870
real_estate_agent,12,12,1,34.3,Беляево,True,329446
real_estate_agent,8,12,1,44.0,Люблино,True,259091
real_estate_agent,17,17,1,40.0,Щёлковская,True,282500
real_estate_agent,2,5,1,37.8,Перово,True,298942
real_estate_agent,29,35,1,33.0,Очаково,True,348455
real_estate_agent,5,5,1,36.6,Телецентр,True,312842
real_estate_agent,7,22,1,38.6,Бульвар Дмитрия Донского,True,299223
real_estate_agent,9,24,1,32.0,Курьяново,True,364062
real_estate_agent,7,17,1,37.9,Марьино,True,308707
real_estate_agent,2,9,1,31.8,Народное Ополчение,True,372642
real_estate_agent,10,14,1,42.2,Сокол,True,284123
homeowner,14,14,1,42.0,Улица Дмитриевского,True,284524
real_estate_agent,4,8,1,32.8,Щёлковская,True,365854
real_estate_agent,22,33,1,36.2,Очаково,True,339779
real_estate_agent,2,9,1,33.0,Пролетарская,True,378788
real_estate_agent,4,33,1,34.4,Калитники,True,363372
real_estate_agent,7,12,1,31.9,Университет Дружбы Народов,True,394984
real_estate_agent,39,43,1,26.5,Трикотажная,True,471698
homeowner,10,22,1,38.2,Солнцево,True,329843
real_estate_agent,9,9,1,32.6,Строгино,True,389571
real_estate_agent,14,45,1,41.3,Нижегородская,True,309927
real_estate_agent,3,5,1,53.0,Рабочий посёлок,True,243396
real_estate_agent,21,68,1,33.5,Кожуховская,True,391045
real_estate_agent,9,10,1,32.3,Коптево,True,402477
real_estate_agent,10,19,1,47.0,Зеленоград — Крюково,True,276596
real_estate_agent,6,18,1,42.0,Пражская,True,309524
realtor,10,30,1,31.7,Дубровка,True,421136
realtor,19,24,1,37.8,Пятницкое шоссе,True,354233
realtor,6,8,1,30.0,ВДНХ,True,445000
homeowner,6,14,1,38.6,Варшавская,True,349741
real_estate_agent,2,14,1,27.6,Минская,True,496377
real_estate_agent,2,14,1,38.8,Молодёжная,True,358247
real_estate_agent,2,23,1,46.0,Улица Скобелевская,True,304326
real_estate_agent,25,25,1,33.2,Нижегородская,True,421687
realtor,17,40,1,40.0,Серпуховская,True,537500
real_estate_agent,1,5,1,15.0,Москва-Сити,True,330000
real_estate_agent,1,16,1,37.5,Мичуринский проспект,True,346667
developer,2,46,1,34.8,Павелецкая,True,470570
developer,3,11,1,55.8,Павелецкая,True,944008
homeowner,3,17,1,38.0,Свиблово,True,365789
developer,7,35,1,39.22,Профсоюзная,True,480552
developer,15,67,1,47.5,Москва-Сити,True,1000000
realtor,17,25,1,36.8,Чертановская,True,263587
developer,3,26,1,23.9,Павелецкая,True,945731
realtor,2,12,1,38.7,Минская,True,387597
real_estate_agent,6,14,1,27.0,Минская,True,518519
homeowner,3,12,1,39.0,Каширская,True,358974
real_estate_agent,11,33,1,31.7,Аминьевская,True,460568
realtor,8,14,1,26.9,Минская,True,546468
real_estate_agent,3,33,1,37.6,Аминьевская,True,398936
real_estate_agent,20,20,1,38.1,Коптево,True,393438
real_estate_agent,4,8,1,43.1,Ломоносовский проспект,True,348028
real_estate_agent,3,6,1,34.7,Аэропорт,True,438040
developer,26,31,1,39.4,Бульвар Рокоссовского,True,390355
real_estate_agent,14,14,1,33.0,ЦСКА,True,469697
real_estate_agent,22,25,1,38.0,Чертановская,True,407895
real_estate_agent,7,7,1,43.0,Калитники,True,360465
real_estate_agent,4,28,1,32.8,Нагатинская,True,481707
realtor,12,28,1,44.2,Стрешнево,True,368778
real_estate_agent,9,29,1,37.5,Ломоносовский проспект,True,440000
realtor,13,30,1,36.5,Угрешская,True,449334
real_estate_agent,13,22,1,40.0,Молодёжная,True,412500
real_estate_agent,12,17,1,39.9,Технопарк,True,415789
real_estate_agent,10,30,1,42.0,Бульвар Рокоссовского,True,395238
real_estate_agent,20,26,1,38.5,Авиамоторная,True,438961
real_estate_agent,12,21,1,35.5,Электрозаводская,True,478873
real_estate_agent,5,7,1,52.7,Бауманская,True,322581
real_estate_agent,35,62,1,31.0,Народное Ополчение,True,548387
real_estate_agent,12,17,1,40.0,Технопарк,True,437500
real_estate_agent,10,42,1,43.0,Крымская,True,405814
real_estate_agent,13,32,1,41.0,Селигерская,True,433902
real_estate_agent,2,24,1,52.3,Технопарк,True,343977
official_representative,5,8,1,39.0,Петровский Парк,True,461538
real_estate_agent,7,24,1,49.0,Народное Ополчение,True,367347
realtor,1,9,1,35.4,Крылатское,True,514248
real_estate_agent,2,28,1,46.3,ЗИЛ,True,397408
real_estate_agent,10,13,1,42.4,ЗИЛ,True,436321
developer,18,28,1,38.7,Народное Ополчение,True,484000
real_estate_agent,2,10,1,35.6,Фрунзенская,True,533708
real_estate_agent,14,32,1,33.4,Шелепиха,True,568832
real_estate_agent,10,20,1,36.1,Хорошёво,True,526316
real_estate_agent,4,46,1,39.7,Калужская,True,478589
real_estate_agent,12,13,1,47.0,Профсоюзная,True,404255
real_estate_agent,13,19,1,50.0,Чертановская,True,382000
real_estate_agent,13,33,1,35.2,Шелепиха,True,545426
real_estate_agent,18,22,1,43.0,Стрешнево,True,446512
real_estate_agent,11,27,1,36.3,Шелепиха,True,537190
real_estate_agent,17,25,1,50.0,Бульвар Генерала Карбышева,True,390000
real_estate_agent,5,10,1,46.3,Технопарк,True,421166
real_estate_agent,7,21,1,47.5,Рижская,True,421032
official_representative,2,8,1,42.2,Петровский Парк,True,473934
real_estate_agent,15,27,1,36.3,Полежаевская,True,550964
real_estate_agent,12,29,1,36.0,Шелепиха,True,555556
real_estate_agent,8,19,1,30.8,Динамо,True,662338
real_estate_agent,7,15,1,37.3,Петровский Парк,True,549598
real_estate_agent,24,41,1,42.84,Шелепиха,True,506536
real_estate_agent,5,37,1,48.0,Аминьевская,True,454167
real_estate_agent,7,26,1,31.1,Нагатинская,True,707395
real_estate_agent,5,20,1,42.2,Нагатинская,True,521327
real_estate_agent,3,19,1,43.4,Спартак,True,504608
real_estate_agent,19,43,1,39.5,Шелепиха,True,569595
realtor,16,41,1,42.6,Шелепиха,True,532864
real_estate_agent,2,18,1,51.1,Достоевская,True,442270
real_estate_agent,14,48,1,40.0,Павелецкая,True,575000
real_estate_agent,9,20,1,37.5,Технопарк,True,613333
real_estate_agent,24,27,1,36.8,Авиамоторная,True,625000
homeowner,11,30,1,41.0,Угрешская,True,560976
real_estate_agent,2,35,1,47.0,Аминьевская,True,510638
real_estate_agent,3,20,1,45.6,Хорошёво,True,529605
official_representative,5,8,1,51.0,Петровский Парк,True,490196
real_estate_agent,5,45,1,56.2,Шелепиха,True,444840
real_estate_agent,9,31,1,45.3,Фили,True,549669
official_representative,4,8,1,60.1,Петровский Парк,True,420000
real_estate_agent,3,22,1,41.3,Спартак,True,617433
real_estate_agent,4,14,1,45.0,Минская,True,566444
real_estate_agent,7,26,1,31.0,Белорусская,True,838387
realtor,6,9,1,51.2,Крылатское,True,520100
realtor,3,11,1,40.9,Раменки,True,655257
realtor,7,9,1,51.6,Молодёжная,True,521867
real_estate_agent,6,46,1,45.7,Серпуховская,True,590810
real_estate_agent,17,51,1,44.45,Шелепиха,True,607424
official_representative,3,4,1,38.5,Цветной бульвар,True,710000
real_estate_agent,13,18,1,49.7,ЗИЛ,True,563380
real_estate_agent,7,29,1,46.8,Аминьевская,True,595085
unknown,6,42,1,42.0,Шелепиха,True,690476
real_estate_agent,8,18,1,56.8,Технопарк,True,515845
real_estate_agent,12,21,1,50.0,Раменки,True,600000
real_estate_agent,11,21,1,54.3,Белорусская,True,552486
real_estate_agent,14,41,1,48.0,Кутузовская,True,656250
real_estate_agent,25,25,1,44.7,Аминьевская,True,704698
real_estate_agent,3,9,1,56.5,Смоленская,True,641593
real_estate_agent,11,12,1,61.3,Маяковская,True,619902
real_estate_agent,10,18,1,49.8,Воробьёвы горы,True,1004016
real_estate_agent,11,18,1,63.0,Воробьёвы горы,True,1031746
real_estate_agent,21,21,1,108.0,Курская,True,915741
real_estate_agent,2,6,1,13.2,Щёлковская,True,292803
real_estate_agent,3,6,1,10.8,Щёлковская,True,406481
real_estate_agent,3,6,1,18.0,Южная,True,258333
developer,3,3,1,35.8,not available,False,149000
real_estate_agent,3,3,1,18.9,Электрозаводская,True,294709
realtor,6,6,1,29.5,Первомайская,True,210169
developer,1,3,1,35.3,not available,False,181000
developer,2,3,1,35.1,not available,False,183000
developer,3,3,1,35.6,not available,False,181000
developer,2,7,1,32.9,Нахабино,True,199100
developer,2,3,1,35.6,not available,False,184000
developer,28,30,1,23.72,Орехово,True,282821
developer,2,3,1,36.5,not available,False,183000
real_estate_agent,1,2,1,12.5,Курская,True,550000
real_estate_agent,1,3,1,20.9,Электрозаводская,True,329904
developer,8,16,1,23.27,Орехово,True,295211
real_estate_agent,1,7,1,24.5,Кожуховская,True,281633
developer,13,13,1,34.97,Новоподрезково,True,200729
developer,2,7,1,36.6,Нахабино,True,193600
developer,3,3,1,40.7,not available,False,173000
developer,3,7,1,36.2,Нахабино,True,196900
developer,2,11,1,32.3,Щербинка,True,221061
developer,2,3,1,40.5,not available,False,176000
developer,8,16,1,35.84,Новоподрезково,True,200384
developer,14,14,1,35.83,Новоподрезково,True,201960
developer,5,11,1,31.0,Щербинка,True,233337
developer,1,3,1,40.9,not available,False,176000
developer,8,13,1,32.88,Новоподрезково,True,221548
developer,2,11,1,32.5,Щербинка,True,224316
developer,12,16,1,32.37,Новоподрезково,True,226493
developer,2,11,1,34.2,Щербинка,True,213528
developer,2,11,1,34.5,Щербинка,True,215388
realtor,14,14,1,40.0,Щербинка,True,184500
developer,2,28,1,32.3,Зеленоград — Крюково,True,227850
developer,2,3,1,45.5,not available,False,162000
developer,3,3,1,45.9,not available,False,162000
real_estate_agent,1,7,1,25.7,Кожуховская,True,290000
real_estate_agent,1,7,1,18.9,Кожуховская,True,396561
developer,27,28,1,34.6,Зеленоград — Крюково,True,219294
real_estate_agent,13,17,1,38.8,Щербинка,True,195876
developer,3,11,1,36.5,Щербинка,True,208878
official_representative,1,9,1,37.7,Черкизовская,True,204244
developer,1,16,1,34.54,Новоподрезково,True,221898
developer,12,13,1,32.71,Новоподрезково,True,234692
developer,13,16,1,22.17,Орехово,True,348733
developer,4,23,1,25.9,Химки,True,298228
developer,2,22,1,31.4,Савёловская,True,570180
developer,2,23,1,56.0,Улица 1905 года,True,1055714
real_estate_agent,1,12,1,38.9,Пролетарская,True,326221
developer,5,34,1,38.6,Парк Победы,True,621000
developer,20,47,1,35.17,Полежаевская,True,542992
real_estate_agent,17,51,1,44.45,Шелепиха,True,607424
developer,8,17,1,50.8,Ленинский проспект,True,717000
developer,3,13,1,47.0,Спартак,True,508000
developer,2,9,1,27.4,Коптево,True,398580
developer,14,19,1,39.6,Октябрьское поле,True,600000
developer,2,16,1,54.7,Мичуринский проспект,True,793000
developer,15,22,1,37.5,Мнёвники,True,606900
real_estate_agent,30,33,1,40.0,Серпуховская,True,547500
developer,6,50,1,49.3,Мичуринский проспект,True,519700
developer,2,24,1,43.9,Гражданская,True,475293
developer,2,6,1,39.0,Народное Ополчение,True,595000
real_estate_agent,2,12,1,51.2,Сокол,True,611328
developer,2,11,1,32.6,Зеленоград — Крюково,True,236220
developer,4,17,1,36.2,Щербинка,True,213621
real_estate_agent,3,14,1,42.3,Щербинка,True,184397
developer,7,7,1,35.84,Новоподрезково,True,216983
developer,6,23,1,22.4,Владыкино,True,349857
developer,5,23,1,22.7,Владыкино,True,344374
developer,2,13,1,40.76,Новоподрезково,True,193370
developer,9,13,1,33.04,Новоподрезково,True,240973
developer,1,16,1,42.11,Новоподрезково,True,189023
developer,12,23,1,23.5,Владыкино,True,337289
developer,1,13,1,40.33,Новоподрезково,True,198681
developer,2,11,1,33.8,Зеленоград — Крюково,True,237150
developer,1,13,1,40.3,Новоподрезково,True,199713
developer,2,28,1,37.1,Зеленоград — Крюково,True,216597
real_estate_agent,1,9,1,32.5,Медведково,True,249231
developer,13,13,1,40.78,Новоподрезково,True,197849
developer,8,15,1,34.61,Новоподрезково,True,234771
developer,5,8,1,35.6,Алтуфьево,True,228300
realtor,2,9,1,32.2,Южная,True,251553
developer,11,23,1,25.3,Химки,True,320120
developer,24,25,1,35.1,Зеленоград — Крюково,True,235011
developer,10,11,1,36.1,Зеленоград — Крюково,True,228129
developer,8,8,1,35.2,Алтуфьево,True,231600
developer,1,5,1,42.29,Новоподрезково,True,195065
developer,1,5,1,40.62,Новоподрезково,True,203914
developer,1,15,1,49.29,Новоподрезково,True,168299
real_estate_agent,2,2,1,15.1,Курская,True,549669
developer,11,13,1,34.08,Новоподрезково,True,243872
developer,1,13,1,42.27,Новоподрезково,True,197690
developer,1,8,1,34.2,Алтуфьево,True,245000
developer,2,23,1,29.4,Химки,True,284825
developer,9,23,1,25.1,Владыкино,True,333428
developer,10,11,1,32.1,Зеленоград — Крюково,True,261330
developer,2,11,1,36.7,Зеленоград — Крюково,True,226548
developer,6,28,1,37.9,Зеленоград — Крюково,True,219480
developer,2,13,1,34.08,Новоподрезково,True,244447
developer,2,8,1,37.9,Алтуфьево,True,220600
developer,6,13,1,43.63,Новоподрезково,True,194503
developer,2,23,1,29.5,Химки,True,287375
developer,13,24,1,32.7,Окружная,True,257355
real_estate_agent,10,16,1,35.4,Медведково,True,240113
realtor,15,16,1,38.3,Щербинка,True,221932
developer,6,14,1,34.8,Окружная,True,244530
developer,8,23,1,25.9,Владыкино,True,329887
developer,25,25,1,36.5,Зеленоград — Крюково,True,234081
developer,11,11,1,33.8,Зеленоград — Крюково,True,252588
developer,3,14,1,32.7,Окружная,True,261155
real_estate_agent,4,9,1,32.2,Бибирево,True,267081
developer,9,16,1,26.27,Орехово,True,328939
developer,3,24,1,34.1,Окружная,True,251560
developer,3,11,1,40.9,Щербинка,True,211389
real_estate_agent,14,17,1,37.9,Москворечье,True,229551
real_estate_agent,2,19,1,36.9,Свиблово,True,235772
developer,4,8,1,37.3,Алтуфьево,True,232300
developer,25,28,1,40.8,Зеленоград — Крюково,True,214086
developer,21,25,1,35.5,Зеленоград — Крюково,True,247752
developer,4,23,1,33.6,Владыкино,True,260764
developer,4,28,1,28.7,Отрадное,True,306000
real_estate_agent,6,9,1,32.7,Медведково,True,269113
developer,8,30,1,34.97,Орехово,True,252689
real_estate_agent,7,12,1,35.0,Юго-Восточная,True,237143
developer,20,25,1,32.3,Зеленоград — Крюково,True,274350
developer,8,16,1,32.36,Новоподрезково,True,272694
developer,4,25,1,35.6,Зеленоград — Крюково,True,247845
developer,3,11,1,32.8,Зеленоград — Крюково,True,269142
real_estate_agent,5,9,1,31.8,Кузьминки,True,279874
real_estate_agent,1,5,1,35.0,Окружная,True,254286
developer,1,16,1,44.19,Новоподрезково,True,201696
developer,15,15,1,38.35,Новоподрезково,True,233836
developer,1,13,1,34.49,Новоподрезково,True,259210
developer,5,11,1,40.2,Щербинка,True,222921
developer,21,25,1,38.2,Зеленоград — Крюково,True,235383
developer,2,11,1,43.1,Щербинка,True,206739
real_estate_agent,10,17,1,39.0,Кавказский бульвар,True,232821
developer,2,28,1,42.2,Зеленоград — Крюково,True,213342
developer,5,24,1,34.9,Окружная,True,258495
developer,5,21,1,30.09,Калитники,True,300829
real_estate_agent,14,17,1,38.3,Зеленоград — Крюково,True,238903
real_estate_agent,3,9,1,33.0,Ясенево,True,275758
real_estate_agent,4,9,1,34.5,Рязанский проспект,True,263768
developer,6,28,1,32.5,Отрадное,True,281000
developer,2,25,1,41.7,Зеленоград — Крюково,True,220410
developer,2,23,1,28.1,Владыкино,True,327331
developer,7,23,1,30.6,Химки,True,299717
developer,15,16,1,44.43,Новоподрезково,True,205574
developer,19,32,1,32.1,Пятницкое шоссе,True,284487
developer,4,15,1,28.7,Зеленоград — Крюково,True,318711
realtor,6,9,1,36.0,Домодедовская,True,255556
realtor,9,9,1,32.5,Планерная,True,283077
homeowner,10,16,1,34.4,Медведково,True,267442
developer,4,16,1,27.54,Орехово,True,334994
realtor,4,24,1,48.73,Царицыно,True,188795
developer,6,28,1,30.6,Отрадное,True,301000
real_estate_agent,23,24,1,36.3,Пятницкое шоссе,True,254821
real_estate_agent,14,32,1,31.3,Курьяново,True,297125
developer,4,16,1,33.66,Орехово,True,277029
homeowner,8,9,1,32.8,Выхино,True,283537
developer,32,32,1,32.8,Речной вокзал,True,282627
developer,2,23,1,40.3,Владыкино,True,231722
developer,13,23,1,29.6,Владыкино,True,314633
developer,3,23,1,36.6,Владыкино,True,254179
developer,4,23,1,29.3,Владыкино,True,317599
developer,2,25,1,38.9,Зеленоград — Крюково,True,239754
real_estate_agent,14,14,1,38.7,Зеленоград — Крюково,True,241602
real_estate_agent,3,17,1,39.0,Курьяново,True,239744
developer,3,23,1,32.0,Речной вокзал,True,293973
developer,4,23,1,35.5,Владыкино,True,265279
developer,2,23,1,39.3,Владыкино,True,239852
real_estate_agent,7,21,1,18.4,Водный стадион,True,516304
real_estate_agent,7,9,1,32.9,Юго-Восточная,True,288754
realtor,2,11,1,24.6,Крымская,True,386179
real_estate_agent,2,12,1,38.7,Алтуфьево,True,245478
homeowner,8,9,1,32.6,Медведково,True,289877
developer,4,28,1,34.4,Отрадное,True,275000
developer,3,23,1,32.8,Химки,True,289741
real_estate_agent,9,16,1,34.7,Люблино,True,276657
developer,18,32,1,34.8,Речной вокзал,True,276954
developer,23,32,1,31.1,Речной вокзал,True,308388
developer,5,23,1,34.7,Владыкино,True,277417
developer,5,23,1,32.3,Речной вокзал,True,296112
real_estate_agent,4,17,1,40.0,Говорово,True,242500
developer,2,32,1,36.5,Речной вокзал,True,266166
developer,8,17,1,32.6,Братиславская,True,298450
developer,2,23,1,41.7,Владыкино,True,232110
developer,16,16,1,32.9,Новоподрезково,True,294397
developer,7,16,1,34.8,Новоподрезково,True,278086
developer,2,14,1,29.7,Зеленоград — Крюково,True,325418
developer,2,25,1,44.2,Зеленоград — Крюково,True,219759
developer,23,32,1,34.0,Пятницкое шоссе,True,284580
developer,9,20,1,32.05,Речной вокзал,True,301878
unknown,9,10,1,38.3,Бунинская аллея,True,253264
real_estate_agent,8,17,1,37.2,Некрасовка,True,262097
real_estate_agent,6,9,1,33.0,Тёплый Стан,True,295455
developer,14,17,1,34.2,Орехово,True,287623
developer,13,16,1,37.89,Орехово,True,259064
developer,29,32,1,32.1,Пятницкое шоссе,True,305040
developer,3,24,1,32.6,Стахановская,True,301176
real_estate_agent,8,14,1,37.4,Люблино,True,262701
developer,4,24,1,33.7,Речной вокзал,True,290904
developer,10,33,1,34.3,Братиславская,True,285760
developer,2,24,1,32.3,Стахановская,True,303620
developer,12,23,1,32.8,Речной вокзал,True,300297
developer,2,23,1,38.3,Владыкино,True,254827
developer,19,25,1,42.4,Зеленоград — Крюково,True,231942
developer,12,16,1,32.8,Новоподрезково,True,298050
developer,4,14,1,38.3,Окружная,True,256595
developer,7,16,1,34.6,Новоподрезково,True,283804
realtor,16,16,1,38.5,Генерала Тюленева,True,254545
real_estate_agent,12,12,1,38.9,Бибирево,True,254242
developer,4,30,1,41.0,Орехово,True,242238
developer,21,30,1,34.3,Черкизовская,True,289085
developer,5,32,1,36.4,Речной вокзал,True,272397
developer,15,17,1,38.97,Новоподрезково,True,254159
developer,2,23,1,41.3,Владыкино,True,238999
real_estate_agent,10,34,1,64.4,Поклонная,True,791925
realtor,28,32,1,43.0,Нижегородская,True,395116
real_estate_agent,10,12,1,40.5,Курская,True,911111
real_estate_agent,10,10,1,39.0,Зеленоград — Крюково,True,203846
real_estate_agent,14,17,1,37.9,Молодёжная,True,387863
real_estate_agent,24,49,1,43.9,Аминьевская,True,633257
real_estate_agent,33,41,1,46.0,Шелепиха,True,456522
real_estate_agent,5,5,1,32.1,Перово,True,280343
developer,4,30,1,41.9,Аннино,True,251000
real_estate_agent,7,48,1,55.5,Ботанический сад,True,594595
real_estate_agent,4,4,1,20.0,Тульская,True,410000
developer,10,29,1,39.0,Сокол,True,466744
real_estate_agent,31,36,1,49.3,Шелепиха,True,506897
real_estate_agent,3,5,1,29.7,Соколиная гора,True,311448
real_estate_agent,5,14,1,38.5,Озёрная,True,311688
developer,24,34,1,30.0,Воронцовская,True,589700
developer,6,9,1,65.1,Китай-город,True,850694
developer,45,47,1,34.3,Калужская,True,593600
real_estate_agent,2,10,1,30.8,Кутузовская,True,352273
real_estate_agent,6,7,1,40.8,Солнцево,True,281863
developer,5,21,1,36.6,not available,False,745628
developer,9,30,1,37.5,Волгоградский проспект,True,472673
developer,2,21,1,37.7,Электрозаводская,True,536047
developer,26,28,1,41.65,Нагатинская,True,537289
real_estate_agent,6,33,1,33.5,Шелепиха,True,492537
developer,8,85,1,50.71,not available,False,814530
real_estate_agent,14,27,1,36.7,Шелепиха,True,462670
developer,3,20,1,36.75,Преображенская площадь,True,350000
developer,3,13,1,35.3,Аминьевская,True,419235
developer,13,64,1,32.5,Народное Ополчение,True,436438
real_estate_agent,12,12,1,58.7,Тульская,True,650000
developer,21,37,1,35.8,Нижегородская,True,349001
