ЛЮДИ ДЛЯ ЛЮДЕЙ,real_estate_agent,https://spb.cian.ru/sale/flat/305602913/,Москва и Московская область,sale,flat,4,7,1,31.1,-1,0,6000000,Калининский,проспект Науки,40,Академическая,
Таврида Девелопмент,developer,https://krym.cian.ru/sale/flat/308884460/,Москва и Московская область,sale,flat,2,20,2,46.3,-1,0,18983000,,,,,Новая Ливадия
hoomie,real_estate_agent,https://www.cian.ru/sale/flat/305679467/,Москва и Московская область,sale,flat,4,20,2,64.29,-1,0,24166611,Даниловский,Автозаводская ,26,Тульская,FORST
Mikhail Uger,realtor,https://www.cian.ru/sale/flat/304113525/,Москва и Московская область,sale,flat,17,25,1,36.8,-1,0,9900000,Чертаново Северное,Северное Чертаново мкр,7кБ,Чертановская,
Таврида Девелопмент,developer,https://krym.cian.ru/sale/flat/304428700/,Москва и Московская область,sale,flat,2,20,1,25.04,-1,0,10141200,,,,,Новая Ливадия
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308553460/,Москва и Московская область,sale,flat,9,12,2,99.0,-1,0,96750000,Тверской,2-я Брестская ,6,Маяковская,Резиденция Тверская
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/306451958/,Москва и Московская область,sale,flat,3,12,2,37.0,-1,0,9500000,Западное Дегунино,Коровинское шоссе,9К1,Селигерская,
Неометрия,developer,https://sochi.cian.ru/sale/flat/302445049/,Москва и Московская область,sale,flat,2,10,2,33.0,-1,0,31491900,Адлерский,Адлер жилрайон,,,Гостиничный комплекс 
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/306566143/,Москва и Московская область,sale,flat,6,7,2,96.0,-1,0,260000000,Хамовники, Льва Толстого,23к7с3,Парк Культуры,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/305111360/,Москва и Московская область,sale,flat,4,16,2,37.0,-1,0,19000000,Пресненский,Красногвардейский бульвар,5К2,Москва-Сити,
Сармат,developer,https://krasnodar.cian.ru/sale/flat/307540476/,Москва и Московская область,sale,flat,2,16,2,64.3,-1,0,6751500,Прикубанский, Западный обход,65/1,,Cармат
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308343895/,Москва и Московская область,sale,flat,8,29,2,69.1,-1,0,31095000,Якиманка,Мытная ,40к3,Шаболовская,Sky House
ID 98396578,homeowner,https://www.cian.ru/sale/flat/308733860/,Москва и Московская область,sale,flat,1,9,2,45.0,-1,0,17800000,Красносельский,Протопоповский переулок,38,Площадь трёх вокзалов,
Интеллект,developer,https://krym.cian.ru/sale/flat/306043753/,Москва и Московская область,sale,flat,5,13,2,36.33,-1,0,12249111,,,,,Парковая Резиденция
ID 85604823,unknown,https://www.cian.ru/sale/flat/308497818/,Москва и Московская область,sale,flat,16,41,2,51.0,-1,0,34000000,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы
Святослав Пивненко,realtor,https://spb.cian.ru/sale/flat/307823563/,Москва и Московская область,sale,flat,4,17,2,74.0,-1,0,17300000,Приморский,аллея Поликарпова,6к1,Пионерская,
Неометрия,developer,https://sochi.cian.ru/sale/flat/302444728/,Москва и Московская область,sale,flat,8,10,1,22.2,-1,0,26140500,Адлерский,Адлер жилрайон,,,Гостиничный комплекс 
ID 85604823,unknown,https://www.cian.ru/sale/flat/305768574/,Москва и Московская область,sale,flat,6,42,1,42.0,-1,0,29000000,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы
Диалог Риэлт,real_estate_agent,https://lyubertsy.cian.ru/sale/flat/308678545/,Москва и Московская область,sale,flat,4,4,1,31.9,-1,0,4000000,Октябрьский рп, Комсомольская,11,,
Сармат,developer,https://krasnodar.cian.ru/sale/flat/307540724/,Москва и Московская область,sale,flat,2,16,1,37.9,-1,0,5306000,Прикубанский, Западный обход,65/1,,Cармат
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/272003903/,Москва и Московская область,sale,flat,5,6,2,43.0,-1,0,26900000,Беговой, 3-я Ямского Поля,9,Белорусская,Art Residence
ID 74991203,homeowner,https://www.cian.ru/sale/flat/308079051/,Москва и Московская область,sale,flat,3,24,2,53.2,-1,0,19570000,Донской,Новоданиловская набережная,8к2,Верхние котлы,Новоданиловская 8
Интеллект,developer,https://krym.cian.ru/sale/flat/295983885/,Москва и Московская область,sale,flat,2,13,1,38.3,-1,0,12928244,,,,,Парковая Резиденция
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/301258691/,Москва и Московская область,sale,flat,2,21,2,57.23,-1,0,59000000,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
OPN PARTNER,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/299929933/,Москва и Московская область,sale,flat,2,7,2,55.0,-1,0,8899000,с. Николо-Урюпино, Полковника Глазунова,15,,Лесобережный
Интеллект,developer,https://krym.cian.ru/sale/flat/291497607/,Москва и Московская область,sale,flat,2,20,2,49.18,-1,0,12718487,,,,,Крымская Резиденция
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/307822693/,Москва и Московская область,sale,flat,9,18,2,66.4,-1,0,69700000,Хамовники,,,Воробьёвы горы,Коллекция Лужники ЖК
ТСН Владис,real_estate_agent,https://balashikha.cian.ru/sale/flat/303023571/,Москва и Московская область,sale,flat,4,5,1,30.3,-1,0,3899000,,шоссе Энтузиастов,57,Салтыковская,
Перспектива,developer,https://krym.cian.ru/sale/flat/305496512/,Москва и Московская область,sale,flat,3,8,2,76.9,-1,0,23000000,Восход пгт, Наташинская,2Ж,,Монако
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/298050405/,Москва и Московская область,sale,flat,7,9,2,108.3,-1,0,154000000,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
Этажи Москва,real_estate_agent,https://lyubertsy.cian.ru/sale/flat/308675651/,Москва и Московская область,sale,flat,1,3,1,33.6,-1,0,4800000,,,,,
Эталон,developer,https://ekb.cian.ru/sale/flat/308412109/,Москва и Московская область,sale,flat,3,5,2,40.69,-1,0,5821699,,,,,Балтым-Парк
hoomie,real_estate_agent,https://www.cian.ru/sale/flat/305679729/,Москва и Московская область,sale,flat,9,20,2,59.0,-1,0,25370000,Даниловский,,,Тульская,Форст ЖК
ID 95814020,realtor,https://www.cian.ru/sale/flat/308490853/,Москва и Московская область,sale,flat,12,17,2,71.0,-1,0,17900000,, Никитина,11к4,Рассказовка,
РКС Девелопмент,developer,https://krasnodar.cian.ru/sale/flat/308979074/,Москва и Московская область,sale,flat,2,7,2,56.5,-1,0,13627800,,,,,Anapolis Residence
Карина Хасьянова,realtor,https://www.cian.ru/sale/flat/308892178/,Москва и Московская область,sale,flat,6,9,2,75.0,-1,0,64900000,Пресненский,Малый Патриарший переулок,5С1,Маяковская,
Ю-Питер,real_estate_agent,https://www.cian.ru/sale/flat/308901152/,Москва и Московская область,sale,flat,14,16,2,50.5,-1,0,14000000,Отрадное, Бестужевых,13,Отрадное,
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/306297919/,Москва и Московская область,sale,flat,2,18,2,49.5,-1,0,7730000,Верх-Исетский,,,Площадь 1905 года,Русь XXI ЖК
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/305909779/,Москва и Московская область,sale,flat,6,10,2,178.1,-1,0,150000000,Тверской,Большая Грузинская ,69,Белорусская,Четыре Ветра
Влас Жерихов,realtor,https://spb.cian.ru/sale/flat/304794142/,Москва и Московская область,sale,flat,1,26,1,38.3,-1,0,5800000,Невский,проспект Советский,34к3,Рыбацкое,Невские паруса
Интеллект,developer,https://krym.cian.ru/sale/flat/306356337/,Москва и Московская область,sale,flat,7,20,1,24.84,-1,0,8609974,,,,,Крымская Резиденция
White and Broughton,real_estate_agent,https://www.cian.ru/sale/flat/299890518/,Москва и Московская область,sale,flat,9,40,1,41.5,-1,0,32000000,Хорошевский,Ленинградский проспект,37/4,ЦСКА,Прайм Парк
Никита Гаврилов,realtor,https://www.cian.ru/sale/flat/308711044/,Москва и Московская область,sale,flat,8,22,1,40.0,-1,0,13290000,Марьино, Верхние Поля,36К2,Люблино,
СК10,developer,https://rostov.cian.ru/sale/flat/289997272/,Москва и Московская область,sale,flat,19,25,2,38.54,-1,0,5140000,Советский,,,,Малина парк
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/307103955/,Москва и Московская область,sale,flat,24,24,2,58.0,-1,0,37490000,Хорошево-Мневники,Шелепихинская набережная,34к3,Шелепиха,Сердце Столицы
Залму Писарук,realtor,https://www.cian.ru/sale/flat/308532820/,Москва и Московская область,sale,flat,7,12,2,55.0,-1,0,13400000,Бирюлево Восточное,Лебедянская ,4,,
Перспектива,developer,https://krym.cian.ru/sale/flat/305496510/,Москва и Московская область,sale,flat,2,8,1,70.3,-1,0,16000000,Восход пгт, Наташинская,2Ж,,Монако
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/304519685/,Москва и Московская область,sale,flat,39,41,2,56.9,-1,0,39000000,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк
ID 52825739,homeowner,https://www.cian.ru/sale/flat/307814530/,Москва и Московская область,sale,flat,7,15,2,46.5,-1,0,23900000,Хорошевский,Ходынский бульвар,20А,ЦСКА,Лайнер
Эталон,developer,https://ekb.cian.ru/sale/flat/308412177/,Москва и Московская область,sale,flat,2,5,1,38.08,-1,0,5498522,,,,,Балтым-Парк
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/307575540/,Москва и Московская область,sale,flat,4,21,2,54.0,-1,0,59000000,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
Зульфия  Галяутдинова,realtor,https://www.cian.ru/sale/flat/308225788/,Москва и Московская область,sale,flat,13,14,2,61.0,-1,0,29000000,Гагаринский,Университетский проспект,6К2,Воробьёвы горы,
РКС Девелопмент,developer,https://krasnodar.cian.ru/sale/flat/308979071/,Москва и Московская область,sale,flat,2,7,1,41.7,-1,0,10491720,,,,,Anapolis Residence
White and Broughton,real_estate_agent,https://www.cian.ru/sale/flat/301763282/,Москва и Московская область,sale,flat,39,41,2,56.9,-1,0,40000000,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк
ID 78359787,homeowner,https://www.cian.ru/sale/flat/306775783/,Москва и Московская область,sale,flat,2,9,2,37.4,-1,0,14490000,Нагатино-Садовники,Высокая ,20,Коломенская,
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/306297927/,Москва и Московская область,sale,flat,3,18,1,34.1,-1,0,5901000,Верх-Исетский,,,Площадь 1905 года,Русь XXI ЖК
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308987029/,Москва и Московская область,sale,flat,9,12,2,53.34,-1,0,39975000,Тверской,2-я Брестская ,6,Маяковская,Резиденция Тверская
Юрий Шадеко,realtor,https://spb.cian.ru/sale/flat/307347913/,Москва и Московская область,sale,flat,10,17,1,45.0,-1,0,13900000,Приморский,переулок Ипподромный,3к1,Пионерская,Приморский квартал
СК10,developer,https://rostov.cian.ru/sale/flat/304874044/,Москва и Московская область,sale,flat,15,24,2,52.95,-1,0,9160000,Кировский,Красноармейская ,250,,Космос
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308882629/,Москва и Московская область,sale,flat,9,12,2,79.8,-1,0,48000000,Тверской,2-я Брестская ,6,Маяковская,Резиденция Тверская
ID 497357,realtor,https://www.cian.ru/sale/flat/307664639/,Москва и Московская область,sale,flat,2,9,1,31.8,-1,0,12190000,Кунцево,Ельнинская ,22К1,Молодёжная,
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/305791387/,Москва и Московская область,sale,flat,6,23,2,52.3,-1,0,6892000,Кировский,,,Машиностроителей,Основинские кварталы ЖК
White and Broughton,real_estate_agent,https://www.cian.ru/sale/flat/301550653/,Москва и Московская область,sale,flat,13,41,1,41.5,-1,0,31000000,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/308305353/,Москва и Московская область,sale,flat,9,9,2,44.2,-1,0,10800000,Северное Медведково,Широкая ,23К2,Медведково,
СЗ Феникс,developer,https://rostov.cian.ru/sale/flat/305377450/,Москва и Московская область,sale,flat,15,19,2,42.1,-1,0,8129999,Советский,проспект Стачки,198В,,Times
ID 116114838,homeowner,https://www.cian.ru/sale/flat/308719974/,Москва и Московская область,sale,flat,2,11,2,42.4,-1,0,12850000,,бульвар Веласкеса,7к1,Ольховая,
BrokerStreet,representative_developer,https://kaliningrad.cian.ru/sale/flat/301978164/,Москва и Московская область,sale,flat,2,14,2,65.8,-1,0,9343600,Ленинградский,,,,Вдохновение ЖК
СК10,developer,https://rostov.cian.ru/sale/flat/303045403/,Москва и Московская область,sale,flat,24,25,1,33.37,-1,0,4110000,Советский,,,,Малина парк
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/303027445/,Москва и Московская область,sale,flat,3,20,1,59.0,-1,0,61800000,Пресненский, Костикова,4к6,Улица 1905 года,Lucky
House Estate,real_estate_agent,https://spb.cian.ru/sale/flat/307668200/,Москва и Московская область,sale,flat,1,8,2,48.3,-1,0,8650000,Кировский, Лени Голикова,74,Проспект Ветеранов,
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/301967067/,Москва и Московская область,sale,flat,22,28,2,48.1,-1,0,11409000,Центр, Свердлова,10,Динамо,Екатерининский парк
ZIP Realty,real_estate_agent,https://www.cian.ru/sale/flat/303387198/,Москва и Московская область,sale,flat,18,22,1,30.0,-1,0,11700000,,бульвар Андрея Тарковского,11,Рассказовка,Рассказово
Никита Гаврилов,realtor,https://www.cian.ru/sale/flat/308929771/,Москва и Московская область,sale,flat,5,17,2,60.0,-1,0,18550000,Марьино,Новочеркасский бульвар,47,Марьино,
ЭНКО,representative_developer,https://tyumen.cian.ru/sale/flat/301181335/,Москва и Московская область,sale,flat,2,12,2,52.68,-1,0,6460000,д. Патрушева, Петра Ершова,12,,ЖР 
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/308872981/,Москва и Московская область,sale,flat,37,37,2,48.0,-1,0,42500000,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/304572948/,Москва и Московская область,sale,flat,3,14,1,39.0,-1,0,9300000,Ново-Переделкино, Шолохова,2,Новопеределкино,
ЕкатеринодарИнвест-Строй,developer,https://krasnodar.cian.ru/sale/flat/294666388/,Москва и Московская область,sale,flat,4,24,2,57.34,-1,0,6375061,мкр. РИП,Российская ,,,Гулливер
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302177521/,Москва и Московская область,sale,flat,3,15,2,58.54,-1,0,61000000,Пресненский, Костикова,4к4,Улица 1905 года,Lucky
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/307986637/,Москва и Московская область,sale,flat,11,14,1,35.0,-1,0,13900000,Раменки,1-й Сетуньский проезд,10,Кутузовская,
Садовое кольцо,developer,https://kazan.cian.ru/sale/flat/308962890/,Москва и Московская область,sale,flat,10,18,2,61.08,-1,0,18791023,Ново-Савиновский,,,Козья слобода,Савин Фемили ЖК
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/308069817/,Москва и Московская область,sale,flat,4,21,2,54.0,-1,0,58000000,Пресненский,2-я Звенигородская ,14,Улица 1905 года,Lucky
ID 81467774,homeowner,https://www.cian.ru/sale/flat/306073042/,Москва и Московская область,sale,flat,3,17,1,38.0,-1,0,13700000,Свиблово,Вересковая ,1К1,Свиблово,
ЕкатеринодарИнвест-Строй,developer,https://krasnodar.cian.ru/sale/flat/294669694/,Москва и Московская область,sale,flat,2,15,2,58.65,-1,0,12742886,,,,,Екатерининский парк
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/306883426/,Москва и Московская область,sale,flat,2,21,2,71.9,-1,0,65000000,Пресненский, Костикова,4к1,Улица 1905 года,Lucky
Гранд Недвижимость,real_estate_agent,https://sochi.cian.ru/sale/flat/308830155/,Москва и Московская область,sale,flat,6,10,1,31.7,-1,0,7280000,Хостинский, Мацестинская,17/1,,
Эталон,developer,https://ekb.cian.ru/sale/flat/308412334/,Москва и Московская область,sale,flat,21,25,2,33.84,-1,0,5924907,Железнодорожный,Сортировочный жилрайон,,Уральская,Раута ЖК
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/280614853/,Москва и Московская область,sale,flat,3,15,2,58.54,-1,0,61000000,Пресненский, Костикова,4к4,Улица 1905 года,Lucky
ID 118582271,homeowner,https://balashikha.cian.ru/sale/flat/308939146/,Москва и Московская область,sale,flat,10,17,2,52.2,-1,0,9890000,, Свердлова,50,Щёлковская,
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/307999681/,Москва и Московская область,sale,flat,18,23,1,32.7,-1,0,4804000,Кировский,,,Машиностроителей,Основинские кварталы ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301565559/,Москва и Московская область,sale,flat,5,21,2,117.0,-1,0,115000000,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
Сулейман Махаури,realtor,https://krasnogorsk.cian.ru/sale/flat/294741975/,Москва и Московская область,sale,flat,16,24,2,82.0,-1,0,9700000,,бульвар Космонавтов,1,Опалиха,Изумрудные холмы
СК10,developer,https://rostov.cian.ru/sale/flat/297424924/,Москва и Московская область,sale,flat,23,25,2,38.68,-1,0,5440000,Октябрьский,,,,Гринсайд ЖК
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308907051/,Москва и Московская область,sale,flat,9,32,2,62.7,-1,0,49800000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Екатерина Боброва,realtor,https://www.cian.ru/sale/flat/308798471/,Москва и Московская область,sale,flat,9,9,2,50.0,-1,0,17500000,Северное Тушино, Фомичевой,3С1,Сходненская,
СК10,developer,https://rostov.cian.ru/sale/flat/306489398/,Москва и Московская область,sale,flat,2,9,2,40.15,-1,0,5230000,Железнодорожный,бульвар Платова,14,,Сезоны
Наталья Чичкан,realtor,https://www.cian.ru/sale/flat/305034512/,Москва и Московская область,sale,flat,7,17,2,60.3,-1,0,13100000,Некрасовка,Рождественская ,18,Некрасовка,
ID 17498307,homeowner,https://www.cian.ru/sale/flat/308837547/,Москва и Московская область,sale,flat,5,10,1,40.4,-1,0,28900000,Дорогомилово,Кутузовский проспект,30,Кутузовская,
СЗ Феникс,developer,https://rostov.cian.ru/sale/flat/293615913/,Москва и Московская область,sale,flat,4,13,1,47.1,-1,0,8379202,Советский,,,,Таймс ЖК
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/308901319/,Москва и Московская область,sale,flat,59,85,2,90.3,-1,0,75000000,Пресненский,1-й Красногвардейский проезд,21с1,Деловой центр,
ID 112609323,realtor,https://www.cian.ru/sale/flat/307205775/,Москва и Московская область,sale,flat,4,6,1,59.35,-1,0,101785250,Мещанский, Кузнецкий Мост,12/3С1,Кузнецкий мост,Kuznetsky Most 12 by Lalique
СК10,developer,https://rostov.cian.ru/sale/flat/301539762/,Москва и Московская область,sale,flat,17,25,2,40.82,-1,0,6370000,Кировский,,,,Культура ЖК
Smolenka Estate,real_estate_agent,https://www.cian.ru/sale/flat/306454598/,Москва и Московская область,sale,flat,8,9,2,60.7,-1,0,74100000,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
ТСН Владис,real_estate_agent,https://balashikha.cian.ru/sale/flat/306785132/,Москва и Московская область,sale,flat,3,20,1,47.3,-1,0,6499999,, Чистопольская,28,Щёлковская,Эдельвейс-Комфорт
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/302623378/,Москва и Московская область,sale,flat,2,29,1,34.6,-1,0,8557000,Центр, Свердлова,12,Динамо,Екатерининский парк
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308888399/,Москва и Московская область,sale,flat,5,21,2,64.76,-1,0,68500000,Пресненский, Костикова,4к1,Улица 1905 года,Lucky
Анна Журавлева,realtor,https://www.cian.ru/sale/flat/308958260/,Москва и Московская область,sale,flat,2,9,2,43.5,-1,0,10000000,Печатники,Шоссейная ,8,Печатники,
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/298221060/,Москва и Московская область,sale,flat,18,24,2,58.8,-1,0,15886000,Центр, Большакова,66,Геологическая,RedRock
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308896864/,Москва и Московская область,sale,flat,10,32,2,64.4,-1,0,51000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Иван Музалевский,realtor,https://balashikha.cian.ru/sale/flat/301875482/,Москва и Московская область,sale,flat,7,16,1,42.3,-1,0,7250000,, Юбилейная,4к5,Железнодорожная,
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/298038341/,Москва и Московская область,sale,flat,3,16,2,78.1,-1,0,30792000,Центр, Февральской Революции,21,Динамо,19/05
ID 148596,homeowner,https://www.cian.ru/sale/flat/268629674/,Москва и Московская область,sale,flat,10,10,1,38.5,-1,0,11280000,Выхино-Жулебино,Жулебинский бульвар,6/11,Лермонтовский проспект,
РИСАН,developer,https://penza.cian.ru/sale/flat/291733470/,Москва и Московская область,sale,flat,2,16,2,56.9,-1,0,5462400,Октябрьский,,,,Лэйк Таун ЖК
ЕкатеринодарИнвест-Строй,developer,https://krasnodar.cian.ru/sale/flat/294667073/,Москва и Московская область,sale,flat,2,24,1,40.58,-1,0,5264038,мкр. РИП,Российская ,,,Гулливер
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/307113534/,Москва и Московская область,sale,flat,16,19,2,45.8,-1,0,32000000,Беговой,Ленинградский проспект,29к1,Динамо,Царская площадь
Главстрой,developer,https://www.cian.ru/sale/flat/306076580/,Москва и Московская область,sale,flat,4,22,2,67.1,-1,0,28625560,Филевский парк,Береговой проезд,2,Фили,Береговой-2
НВМ,developer,https://krasnodar.cian.ru/sale/flat/307997253/,Москва и Московская область,sale,flat,2,18,2,51.71,-1,0,7756500,,,,,Народные Кварталы
Romanov Estate,real_estate_agent,https://www.cian.ru/sale/flat/299515958/,Москва и Московская область,sale,flat,6,6,2,65.8,-1,0,46999999,Даниловский,,,Павелецкая,Опус ЖК
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/307430903/,Москва и Московская область,sale,flat,4,15,1,53.36,-1,0,13950000,, Татьянин Парк,16к1,Говорово,
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/303975998/,Москва и Московская область,sale,flat,13,19,2,51.8,-1,0,7594000,Орджоникидзевский,,,Машиностроителей,Основинские кварталы ЖК
Владислав Карпов,realtor,https://www.cian.ru/sale/flat/308833064/,Москва и Московская область,sale,flat,15,28,2,64.5,-1,0,49000000,Раменки,Винницкая ,8к2,Раменки,Настоящее
Альберт Аванесян,realtor,https://www.cian.ru/sale/flat/307156518/,Москва и Московская область,sale,flat,5,13,2,59.8,-1,0,16350000,Марьино,Новомарьинская ,4,Марьино,
Садовое кольцо,developer,https://kazan.cian.ru/sale/flat/308626955/,Москва и Московская область,sale,flat,10,24,1,45.8,-1,0,15809922,Ново-Савиновский,,,Козья слобода,Савин Фемили ЖК
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/307848098/,Москва и Московская область,sale,flat,21,24,2,52.4,-1,0,37200000,Арбат, Новый Арбат,16,Арбатская,
BERI,real_estate_agent,https://www.cian.ru/sale/flat/308956626/,Москва и Московская область,sale,flat,12,12,2,38.7,-1,0,18990000,Пресненский,Шелепихинское шоссе,17К3,Шелепиха,
